"sampleid","investigation","sample_type","disease_type","platform","experimental_strategy","data_submitting_center_label"
"s7702","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7649","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s7715","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7657","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s7671","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7801","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7690","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7675","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7707","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7670","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7682","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7677","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7795","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7792","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7714","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7700","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7748","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7732","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7713","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7686","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7704","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7746","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7761","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7745","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7661","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s7729","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7691","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7738","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7771","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7799","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7678","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7685","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7660","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s7720","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7710","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7783","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7760","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7679","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7751","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7655","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s7766","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7767","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7668","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7648","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s7721","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7692","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7706","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7673","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7782","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7763","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7688","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7652","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s7757","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7662","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s7737","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7663","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s7749","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7703","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7743","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7765","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7696","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7775","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7774","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7712","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7786","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7750","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7794","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7699","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7787","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7797","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7736","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7674","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7785","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7802","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7789","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7754","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7653","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s7764","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7777","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7666","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s7776","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7669","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7718","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7793","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7741","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7780","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7769","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7665","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s7723","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7711","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7725","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7733","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7719","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7791","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7694","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7768","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7727","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7658","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s7796","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7803","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7697","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7781","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7758","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7730","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7684","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7778","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7680","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7728","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7759","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7735","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7654","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s7752","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7798","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7683","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7701","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7705","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7724","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7717","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7664","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s7698","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7681","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7772","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7804","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7800","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7755","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7739","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7722","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7779","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7744","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7747","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7740","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7689","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7770","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7762","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7773","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7784","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7695","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7656","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s7667","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7756","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7687","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7790","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7742","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7788","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7693","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7651","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s7672","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7716","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7462","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7412","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7309","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s7450","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7390","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7467","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7417","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7333","TCGA-SKCM","Primary Tumor","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7311","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s7434","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7326","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7327","TCGA-SKCM","Blood Derived Normal","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7393","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7361","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Harvard Medical School"
"s7313","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s7448","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7391","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s7392","TCGA-SKCM","Metastatic","Skin Cutaneous Melanoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
